Tên công việc,Địa điểm,Ngày cập nhật,Ngành nghề,Hình thức,Lương,Kinh nghiệm,Cấp bậc,Hết hạn nộp,Tên công ty,Địa chỉ công ty,Người liên hệ,Qui mô công ty,Loại hình hoạt động
Nhân viên Video Editor,['Hồ Chí Minh'],30/11/2024,"Tiếp thị / Marketing , Quảng cáo / Đối ngoại / Truyền Thông",Nhân viên chính thức,9 Tr - 13 Tr VND,Trên 1 Năm,Nhân viên,29/12/2024,CÔNG TY TNHH SYBSY LTD.,"81 Đồng Khởi, Bến Nghé, Quận 1 , TP. HCM và 155 Bà Triệu. Hai Bà Trưng, Hà Nội",SYBSY,100-499,Trách nhiệm hữu hạn
Category Manager,['Hồ Chí Minh'],30/11/2024,"Tiếp thị / Marketing , Tiếp thị trực tuyến",Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Quản lý,29/12/2024,CÔNG TY CỔ PHẦN VIMEX AGRO CAPITAL,"Tầng 9, số 9-11 Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",HR Dept,25-99,Cổ phần
Senior Manager of Operation Risk,['Hồ Chí Minh'],28/11/2024,"Kế toán / Kiểm toán , Nông nghiệp , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,Cạnh tranh,5 - 8 Năm,Quản lý,27/12/2024,,,,,
Nhân viên kỹ thuật,"['Hồ Chí Minh', 'Bình Dương', 'Bến Tre']",29/11/2024,Xây dựng,Nhân viên chính thức,15 Tr - 25 Tr VND,1 - 3 Năm,Nhân viên,28/12/2024,CÔNG TY CỔ PHẦN HẢI ĐĂNG,"Số 38 đường 94, phường Thạnh Mỹ Lợi, Thành phố Thủ Đức, TP Hồ Chí Minh, Việt Nam",Tuyển dụng Hải Đăng,,Cá nhân
Product Marketing Manager,['Hồ Chí Minh'],29/11/2024,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Nhân viên chính thức,Cạnh tranh,4 - 5 Năm,Quản lý,28/12/2024,YES4ALL TRADING SERVICES COMPANY LIMITED,"Floor 2, L'Mak Tower, 127 Hong Ha, Phu Nhuan District, HCMC",Talent Acquisition Team,100-499,
[Liobank] - Chuyên viên Thu hồi nợ hiện trường,['Hồ Chí Minh'],28/11/2024,"Luật / Pháp lý , Ngân hàng",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,27/12/2024,NGÂN HÀNG TMCP PHƯƠNG ĐÔNG - OCB,"Tòa nhà The Hallmark, số 15 Trần Bạch Đằng, phường Thủ Thiêm, thành phố Thủ Đức, thành phố Hồ Chí Minh",Ngân hàng Phương Đông,5.000-9.999,Cổ phần
FINANCIAL SPECIALIST (FUNDRAISING DEALS AND M&A),['Hồ Chí Minh'],25/11/2024,"Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Trên 20 Tr VND,Trên 3 Năm,Nhân viên,24/12/2024,CÔNG TY CỔ PHẦN INDEFOL SOLAR,"200B Nguyễn Văn Hưởng, Phường Thảo Điền, Thành phố Thủ Đức, TP Hồ Chí Minh.",Phòng HR,100-499,Công ty đa quốc gia
Logistics Expansions Specialist,['Hồ Chí Minh'],25/11/2024,"Xuất nhập khẩu , Sản xuất / Vận hành sản xuất , Vận chuyển / Giao nhận / Kho vận",Nhân viên chính thức,Cạnh tranh,1 - 5 Năm,Nhân viên,24/12/2024,YES4ALL TRADING SERVICES COMPANY LIMITED,"Floor 2, L'Mak Tower, 127 Hong Ha, Phu Nhuan District, HCMC",Talent Acquisition Team,100-499,
Product Marketing Executive,['Hồ Chí Minh'],25/11/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Tiếp thị trực tuyến",Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên,24/12/2024,YES4ALL TRADING SERVICES COMPANY LIMITED,"Floor 2, L'Mak Tower, 127 Hong Ha, Phu Nhuan District, HCMC",Talent Acquisition Team,100-499,
HCM - Visual Merchandising Executive,['Hồ Chí Minh'],25/11/2024,"Bán lẻ / Bán sỉ , Mỹ thuật / Nghệ thuật / Thiết kế , Dệt may / Da giày / Thời trang",Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên,24/12/2024,,,,,
Chuyên Viên Kinh Doanh Khách Hàng Đặc Biệt Chuỗi (On-Premise Key Account Specialist),['Hồ Chí Minh'],24/11/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Thực phẩm & Đồ uống",Nhân viên chính thức,Cạnh tranh,Trên 3 Năm,Nhân viên,23/12/2024,CÔNG TY CỔ PHẦN SỮA VIỆT NAM (VINAMILK),"Vinamilk Tower, Số 10 Tân Trào, Phường Tân Phú, Quận 7, TP.HCM",Ban Tuyển Dụng,,Cổ phần
[TAM SƠN] HCM - Store Manager/ Trưởng cửa hàng (Thương hiệu Sandro),['Hồ Chí Minh'],23/11/2024,"Bán hàng / Kinh doanh , Bán lẻ / Bán sỉ , Dệt may / Da giày / Thời trang",Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Quản lý,22/12/2024,OPENASIA GROUP,"No. 21, Alley 2, Le Van Huu Street, Hai Ba Trung Dist., Hanoi, Vietnam",HR Department,1000,100% vốn nước ngoài
Nhân viên Kỹ thuật Bảo Trì (Dây chuyền kết cấu thép),"['Bình Dương', 'Hồ Chí Minh']",23/11/2024,"Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh",Nhân viên chính thức,12 Tr - 17 Tr VND,1 - 2 Năm,Nhân viên,22/12/2024,CÔNG TY CỔ PHẦN CÔNG NGHIỆP WELDCOM,"Số 285A Ngô Gia Tự, Long Biên, Hà Nội",BP Tuyển dụng,500-999,Cổ phần
Operations Specialist (OTA),['Hồ Chí Minh'],23/11/2024,"Nhà hàng / Khách sạn , Du lịch , Hàng không",Nhân viên chính thức,Cạnh tranh,Trên 3 Năm,Nhân viên,22/12/2024,SOCTRIP,"400/8B - 400/10 Ung Văn Khiêm, phường 25, quận Bình Thạnh, TP. HCM",HRA Dept.,100-499,Công ty đa quốc gia
QUẢN LÝ CHĂM SÓC HỌC VIÊN,"['Hồ Chí Minh', 'Bà Rịa - Vũng Tàu', 'Bình Phước']",23/11/2024,"Tư vấn , Giáo dục / Đào tạo , Biên phiên dịch",Nhân viên chính thức,8 Tr - 10 Tr VND,Chưa có kinh nghiệm,Quản lý,22/12/2024,CÔNG TY CỔ PHẦN ANGEL CORPORATION,"82 đường 15, phường An Phú, Quận 2, Thành phố Thủ Đức.",Phòng Hành chính Nhân sự,25-99,Cổ phần
Agent/ Lead/ Supervisor - Order Management,['Hồ Chí Minh'],22/11/2024,Vận chuyển / Giao nhận / Kho vận,Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,21/12/2024,CÔNG TY TNHH EXPEDITORS VIETNAM,"Tầng 3, Tòa nhà Flemington Tower, số 182 Đường Lê Đại Hành , Phường 15, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",Ms. Nga,100-499,Trách nhiệm hữu hạn
Mega Gangnam - Trưởng nhóm content branding,['Hồ Chí Minh'],22/11/2024,Y tế / Chăm sóc sức khỏe,Nhân viên chính thức,20 Tr - 30 Tr VND,Trên 5 Năm,Trưởng nhóm / Giám sát,21/12/2024,CÔNG TY CỔ PHẦN HAMO HOLDINGS,"Số 105, phố Trần Quốc Hoàn, tổ 02, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành Phố Hà Nội, Việt Nam",hr,500-999,Cá nhân
Production Supervisor - Làm việc tại Phú Quốc,['Hồ Chí Minh'],21/11/2024,"Cơ khí / Ô tô / Tự động hóa , Công nghệ thực phẩm / Dinh dưỡng , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,Cạnh tranh,3 - 4 Năm,Trưởng nhóm / Giám sát,20/12/2024,MARICO SOUTH EAST ASIA CORPORATION,"HCM Office: 28th Floor, Pearl Plaza, 561A Dien Bien Phu street, Ward 25, Binh Thanh District, HCM City, Vietnam",Marico South East Asia Corporation,500-999,Công ty đa quốc gia
Chuyên viên Kế toán tổng hợp,['Hồ Chí Minh'],21/11/2024,"Xuất nhập khẩu , Bán hàng / Kinh doanh , Kế toán / Kiểm toán",Nhân viên chính thức,15 Tr - 18 Tr VND,2 - 3 Năm,Trưởng nhóm / Giám sát,20/12/2024,CÔNG TY TNHH SẢN XUẤT - CUNG ỨNG VẬT TƯ NÔNG NGHIỆP XANH (GAPRO VIETNAM),"26 đường số 36 KĐT VẠN PHÚC, phường Hiệp Bình Phước, Tp. Thủ Đức, HCMC",GAPRO,25-99,Trách nhiệm hữu hạn
Quản lý cửa hàng thời trang - Quận 1,['Hồ Chí Minh'],21/11/2024,"Bán hàng / Kinh doanh , Bán lẻ / Bán sỉ , Dệt may / Da giày / Thời trang",Nhân viên chính thức,15 Tr - 20 Tr VND,1 - 2 Năm,Quản lý,20/12/2024,CÔNG TY TNHH DHARMA VIỆT NAM,"Số 2 Ngõ 15 Đường Bùi Ngọc Dương, Phường Bạch Mai, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",HCNS,100-499,Trách nhiệm hữu hạn
Quản Lý Bán Hàng (Quản Lý Trình),"['Hồ Chí Minh', 'Bến Tre', 'Long An']",21/11/2024,"Y tế / Chăm sóc sức khỏe , Bán hàng / Kinh doanh",Nhân viên chính thức,12 Tr - 15 Tr VND,Trên 1 Năm,Quản lý,20/12/2024,CÔNG TY TNHH DƯỢC PHẨM DRAGON,"Số 56, ngõ 139 Khương Thượng, P. Khương Thượng, Q. Đống Đa, Tp. Hà Nội",HCNS Dragon,25-99,
Chuyên Viên QC Thực Phẩm_ Bình Tân,['Hồ Chí Minh'],21/11/2024,Quản lý chất lượng (QA/QC),Nhân viên chính thức,12 Tr - 15 Tr VND,1 - 2 Năm,Nhân viên,20/12/2024,CÔNG TY CỔ PHẦN CÔNG NGHỆ SEN ĐỎ,"Tầng 2, Tòa nhà FPT Tân Thuận. 29B-31B-33B đường Tân Thuận, KCX Tân Thuận",Tuyển dụng Sen Đỏ,,Cổ phần
Nhân viên y tế,['Hồ Chí Minh'],22/11/2024,"Y tế / Chăm sóc sức khỏe , Giáo dục / Đào tạo",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,21/12/2024,RT HOLDINGS,"4 Nguyễn Thông, Phường Võ Thị Sáu, Quận 3",Phòng Nhân Sự (HR Department),500-999,Cổ phần
Documentation Specialist (1-year contract),['Hồ Chí Minh'],18/11/2024,"Sản xuất / Vận hành sản xuất , Quản lý chất lượng (QA/QC)",Nhân viên chính thức,Cạnh tranh,1 - 4 Năm,Nhân viên,17/12/2024,SONION VIETNAM,"Lot I3-9, Saigon Hi-Tech Park, District 9, HCMC.",Ms. Thanh Tam,1.000-4.999,100% vốn nước ngoài
Nhân Viên Xử Lý Dữ Liệu Tiếng Đức - German Operator (Full-Time/ Part-Time),['Hồ Chí Minh'],18/11/2024,"Dịch vụ khách hàng , Biên phiên dịch , Hành chính / Thư ký","Nhân viên chính thức, Bán thời gian",Cạnh tranh,,Nhân viên,17/12/2024,SPS VIETNAM,"Lầu 8, Tòa Nhà Saigon ICT, Công Viên Phần Mềm Quang Trung, Quận 12",HR Department,500-999,100% vốn nước ngoài
CHUYÊN VIÊN KỸ THUẬT,['Hồ Chí Minh'],17/11/2024,"Điện / Điện tử / Điện lạnh , CNTT - Phần cứng / Mạng , Hàng hải",Nhân viên chính thức,Cạnh tranh,,Nhân viên,16/12/2024,CÔNG TY CỔ PHẦN INMATECH,"576 Đường số 21, Phường An Phú, Tp. Thủ Đức",CÔNG TY CỔ PHẦN INMATECH,25-99,Cổ phần
Nhân viên Booking KOL/KOC,['Hồ Chí Minh'],16/11/2024,"Tiếp thị trực tuyến , Hàng gia dụng / Chăm sóc cá nhân , Quảng cáo / Đối ngoại / Truyền Thông",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,15/12/2024,CÔNG TY TNHH KINGDEN TRADING,"Tầng 4, 353 - 355 An Dương Vương, Phường 03, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",P. HCNS,25-99,Trách nhiệm hữu hạn
[CIS] Senior Talent Acquisition Executive,['Hồ Chí Minh'],16/11/2024,"Giáo dục / Đào tạo , Nhân sự",Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Nhân viên,15/12/2024,EQUEST EDUCATION GROUP (EQG),"Canadian International School, Number 7, Road 23, Phu My Hung, Tan Phu Ward, District 7, HCMC",People & Culture Division - Talent Acquisition Department,5.000-9.999,Cổ phần
Production SHE and ESG Coordinator,['Hồ Chí Minh'],17/11/2024,"Sản xuất / Vận hành sản xuất , An toàn lao động",Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên,16/12/2024,SONION VIETNAM,"Lot I3-9, Saigon Hi-Tech Park, District 9, HCMC.",Ms. Thanh Tam,1.000-4.999,100% vốn nước ngoài
NHÂN VIÊN VISA,['Hồ Chí Minh'],14/11/2024,"Tư vấn , Dịch vụ khách hàng , Biên phiên dịch",Nhân viên chính thức,7 Tr - 10 Tr VND,2 - 3 Năm,Nhân viên,13/12/2024,CÔNG TY CỔ PHẦN ANGEL CORPORATION,"82 đường 15, phường An Phú, Quận 2, Thành phố Thủ Đức.",Phòng Hành chính Nhân sự,25-99,Cổ phần
Expat Teacher - Pathway School,['Hồ Chí Minh'],02/12/2024,"Giáo dục / Đào tạo , Ngành khác",Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên,31/10/2024,HỆ THỐNG TRƯỜNG PATHWAY TUỆ ĐỨC,"111 Lương Định Của, P. An Khánh, TP. Thủ Đức, TP. Hồ Chí Minh/ Các Cơ Sở: Q.3, Q.7, Q.8, Q.12, Tân Bình, Gò Vấp, Bình Chánh, TP. Thủ Đức",Pathway School - Hệ Thống Trường Tuệ Đức,500-999,Cổ phần
Technical Business Analyst,['Hồ Chí Minh'],12/11/2024,CNTT - Phần mềm,Nhân viên chính thức,28 Tr - 30 Tr VND,4 - 5 Năm,Nhân viên,11/12/2024,CÔNG TY CỔ PHẦN CÔNG NGHỆ SEN ĐỎ,"Tầng 2, Tòa nhà FPT Tân Thuận. 29B-31B-33B đường Tân Thuận, KCX Tân Thuận",Tuyển dụng Sen Đỏ,,Cổ phần
KẾ TOÁN HỢP NHẤT,['Hồ Chí Minh'],10/11/2024,"Kế toán / Kiểm toán , Tài chính / Đầu tư , Xây dựng",Nhân viên chính thức,17 Tr - 25 Tr VND,2 - 5 Năm,Nhân viên,09/12/2024,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐÈO CẢ,"32 Thạch Thị Thanh, P. Tân Định, Quận 1, TP. HCM",BP. Tuyển dụng,5.000-9.999,Cổ phần
Sales Engineer,['Hồ Chí Minh'],11/11/2024,"Cơ khí / Ô tô / Tự động hóa , Xây dựng , Bán hàng / Kinh doanh",Nhân viên chính thức,Cạnh tranh,Trên 3 Năm,Nhân viên,10/12/2024,CÔNG TY TNHH AM INDUSTRIES VIỆT NAM,"Lô Số 15, Đường Số 8, KCN Giang Điền, Xã Giang Điền, Huyện Trảng Bom, Tỉnh Đồng Nai",HR. Dept,25-99,100% vốn nước ngoài
Sales Supervisor - Luxury Fashion,['Hồ Chí Minh'],09/11/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Dệt may / Da giày / Thời trang",Nhân viên chính thức,Cạnh tranh,2 - 4 Năm,Trưởng nhóm / Giám sát,08/12/2024,CÔNG TY CỔ PHẦN THỜI TRANG & MỸ PHẨM DUY ANH (DAFC),"3rd Floor, Centec Tower, 72-74 Nguyen Thi Minh Khai, District 3",Recruitment Team,100-499,Cổ phần
Nhân viên kiểm toán nội bộ,['Hồ Chí Minh'],09/11/2024,"Kế toán / Kiểm toán , Quản lý chất lượng (QA/QC) , Tư vấn",Nhân viên chính thức,10 Tr - 18 Tr VND,1 - 3 Năm,Nhân viên,08/12/2024,TẬP ĐOÀN KIM TÍN,"69 Nguyễn Thi, Phường 13, Quận 5, HCM",KIM TIN GROUP,1.000-4.999,Cổ phần
Chuyên viên Khảo sát Rủi ro,['Hồ Chí Minh'],09/11/2024,"Bảo hiểm , An toàn lao động , Xây dựng",Nhân viên chính thức,14 Tr - 20 Tr VND,2 - 5 Năm,Nhân viên,08/12/2024,FUBON INSURANCE,"Tầng 15, tòa nhà Ree, số 9 Đoàn Văn Bơ, Quận 4, TP. Hồ Chí Minh",HR. Dept,100,Trách nhiệm hữu hạn
Quản lý bếp ăn trường Mầm non,['Hồ Chí Minh'],04/12/2024,"Giáo dục / Đào tạo , Nhà hàng / Khách sạn",Nhân viên chính thức,12 Tr - 13 Tr VND,3 - 4 Năm,Quản lý,02/01/2025,CHI NHÁNH TẠI THÀNH PHỐ HỒ CHÍ MINH – CÔNG TY CỔ PHẦN GIÁO DỤC EDUFIT,"ố nhà 33-35-37-39-41-43-45-47-49 Nguyễn Địa Lô, Phường Thạnh Mỹ Lợi, Thành phố Thủ Đức, Thành Phố Hồ Chí Minh",Ms. Thủy,25-99,Cổ phần
Nhân Viên Kinh Doanh lĩnh vực y tế,['Hồ Chí Minh'],03/12/2024,"Bán hàng / Kinh doanh , Y tế / Chăm sóc sức khỏe , Bảo hiểm",Nhân viên chính thức,16 Tr - 20 Tr VND,1 - 3 Năm,Nhân viên,01/01/2025,CÔNG TY TNHH MTV VNHEALTHCORP,"376 Võ văn Tần, P5, Q3, TP HCM",Mrs NHUNG,25-99,Trách nhiệm hữu hạn
Investment Analyst Specialist – Retail Banking – HN/HCM – TA050,"['Hà Nội', 'Hồ Chí Minh']",03/12/2024,"Bán hàng / Kinh doanh , Ngân hàng",Nhân viên chính thức,Cạnh tranh,4 - 6 Năm,Nhân viên,01/01/2025,NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG - VPBANK,"89 Láng Hạ, Quận Đống Đa, Hà Nội",Khối Quản trị Nguồn nhân lực,10.000-19.999,Cổ phần
Sales representative (sale Rep kênh MT),['Hồ Chí Minh'],03/12/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh , Hàng gia dụng / Chăm sóc cá nhân",Nhân viên chính thức,10 Tr - 17 Tr VND,3 - 5 Năm,Trưởng nhóm / Giám sát,01/01/2025,CÔNG TY TNHH VẠN XUÂN FMCG INVESTMENT,"110-112 Đường Kinh Dương Vương, Phường 13, Quận 6, TP. Hồ Chí Minh",Ms Tây,100-150,Trách nhiệm hữu hạn
Giám sát thi công công trình HVAC,['Hồ Chí Minh'],02/12/2024,"Điện / Điện tử / Điện lạnh , Kiến trúc , Xây dựng",Nhân viên chính thức,10 Tr - 15 Tr VND,2 - 3 Năm,Trưởng nhóm / Giám sát,31/12/2024,CÔNG TY TNHH SẢN XUẤT TẬP ĐOÀN ĐẠI VIỆT,Công ty TNHH sản xuất Tập đoàn Đại Việt,Đại Việt,100-499,Trách nhiệm hữu hạn
International Sales Executive,['Hồ Chí Minh'],02/12/2024,Bán hàng / Kinh doanh,Nhân viên chính thức,Cạnh tranh,2 - 7 Năm,Nhân viên,31/12/2024,CÔNG TY CP CHẾ BIẾN DỪA Á CHÂU,"Khu công nghiệp Giao Long, Châu Thành, Bến Tre",MRS.THƯƠNG,100-499,Cổ phần
GIÁM SÁT NHÀ HÀNG,['Hồ Chí Minh'],30/11/2024,Nhà hàng / Khách sạn,Nhân viên chính thức,8 Tr - 10 Tr VND,1 - 3 Năm,Trưởng nhóm / Giám sát,29/12/2024,CÔNG TY TNHH NHẬT HẠ - KHÁCH SẠN NHẬT HẠ,"12-14-16 Cao bá Quát, Phường Bến Nghé, Quân",Hảo,100-499,Trách nhiệm hữu hạn
Teambuilding Planner,['Hồ Chí Minh'],30/11/2024,"Du lịch , Quảng cáo / Đối ngoại / Truyền Thông , Tổ chức sự kiện",Nhân viên chính thức,Cạnh tranh,Trên 2 Năm,Nhân viên,29/12/2024,BS GROUP,"10 Đường số 18, KDC Him Lam, Phường Tân Hưng, Quận 7",Phòng Nhân Sự,25-99,Cổ phần
Production Control Planner (Củ Chi - Có xe đưa rước),['Hồ Chí Minh'],27/11/2024,"Quản lý điều hành , Quản lý chất lượng (QA/QC) , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,26/12/2024,TECHTRONIC INDUSTRIES VIETNAM MANUFACTURING COMPANY LIMITED,"Cần đổi thành 9A VSIP II-A Street 27, Vietnam - Singapore Industrial Park II-A, Vinh Tan Ward, Tan Uyen City, Binh Duong Province, Vietnam",HR Dept.,10.000-19.999,100% vốn nước ngoài
Service Sales Engineer (Nhân viên Kinh doanh Dịch vụ hậu mãi),['Hồ Chí Minh'],26/11/2024,"Bảo trì / Sửa chữa , Bán hàng / Kinh doanh , Điện / Điện tử / Điện lạnh",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,25/12/2024,DAIKIN AIR CONDITIONING (VIETNAM) JOINT STOCK COMPANY,HCM,Trương Trần Ngọc Trang,,Cổ phần
Nhân viên QC ngành gỗ,['Hồ Chí Minh'],26/11/2024,"Sản xuất / Vận hành sản xuất , Đồ gỗ , Quản lý chất lượng (QA/QC)",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,25/12/2024,THEODORE ALEXANDER HCM,"Block 50-57, Linh Trung II-EPZ, Binh Chieu Ward, Thu Duc District",HR Division,Hơn 3000,100% vốn nước ngoài
Kỹ sư Điện (Thiết kế điện),['Hồ Chí Minh'],26/11/2024,"Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh , Xây dựng",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,25/12/2024,CÔNG TY TNHH TƯ VẤN THIẾT KẾ XÂY DỰNG ĐIỆN THÀNH ĐẠT,"49 Cửu Long, Phường 15, Quận 10",Ms. Hiền,50 - 100 người,Trách nhiệm hữu hạn
[H4] NHÂN VIÊN CHĂM SÓC KHÁCH HÀNG SÀN THƯƠNG MẠI ĐIỆN TỬ - KHÔNG CA ĐÊM - ĐÀO TẠO CÓ LƯƠNG,['Hồ Chí Minh'],24/11/2024,Dịch vụ khách hàng,Nhân viên chính thức,"7 Tr - 7,5 Tr VND",,Nhân viên,23/12/2024,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
Sales Manager (Education)_ TP. HCM,['Hồ Chí Minh'],24/11/2024,"Bán hàng / Kinh doanh , Dịch vụ khách hàng , Giáo dục / Đào tạo",Nhân viên chính thức,Cạnh tranh,2 - 5 Năm,Quản lý,23/12/2024,HỌC VIỆN FOCUS LEARNING,"348/23 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP. Hồ Chí Minh",HR Department,25-99,Trách nhiệm hữu hạn
Chuyên Viên Xử Lý Tín Dụng Khách Hàng Cá Nhân - HCM - TA085,['Hồ Chí Minh'],24/11/2024,"Bán hàng / Kinh doanh , Ngân hàng , Dịch vụ khách hàng",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Trưởng nhóm / Giám sát,23/12/2024,NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG - VPBANK,"89 Láng Hạ, Quận Đống Đa, Hà Nội",Khối Quản trị Nguồn nhân lực,10.000-19.999,Cổ phần
Deputy Network Manager (Ngành Ô tô),"['Hồ Chí Minh', 'Hà Nội']",21/11/2024,"Bán hàng / Kinh doanh , Cơ khí / Ô tô / Tự động hóa , Quản lý điều hành",Nhân viên chính thức,30 Tr - 45 Tr VND,Trên 5 Năm,Quản lý,20/12/2024,CÔNG TY TNHH Ô TÔ NĂNG LƯỢNG MỚI HARMONY VIỆT NAM,"619 Huỳnh Tấn Phát, phường Tân Thuận Đông, Q7",Phòng Nhân sự Harmony Việt Nam,25-99,Trách nhiệm hữu hạn
Senior Performance Marketing Executive,['Hồ Chí Minh'],23/11/2024,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Tiếp thị trực tuyến",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,22/12/2024,YES4ALL TRADING SERVICES COMPANY LIMITED,"Floor 2, L'Mak Tower, 127 Hong Ha, Phu Nhuan District, HCMC",Talent Acquisition Team,100-499,
Chuyên viên Kinh doanh (Giải pháp chuyển đổi số),['Hồ Chí Minh'],19/11/2024,"Ngân hàng , Tài chính / Đầu tư , Ngành khác",Nhân viên chính thức,Cạnh tranh,3 - 5 Năm,Nhân viên,18/12/2024,CÔNG TY CỔ PHẦN GIẢI PHÁP THANH TOÁN VIỆT NAM (VNPAY),"P804A, 22 Láng Hạ, Quận Đống Đa, Hà Nội",Ms Bình,1.000-4.999,Cổ phần
Nhân viên CS Tiếng Trung,['Hồ Chí Minh'],20/11/2024,"Vận chuyển / Giao nhận / Kho vận , Xuất nhập khẩu",Nhân viên chính thức,Cạnh tranh,,Nhân viên,19/12/2024,PRECIOUS PRESTIGE TRADING AND LOGISTICS,"Lầu 5A, 41-43 Trần Cao Vân, Phường 4, Quận 3, Tp.HCM",Phòng nhân sự,100-499,Trách nhiệm hữu hạn
Senior 3D Animator,['Hồ Chí Minh'],20/11/2024,Mỹ thuật / Nghệ thuật / Thiết kế,Nhân viên chính thức,20 Tr - 60 Tr VND,3 - 10 Năm,Nhân viên,19/12/2024,CÔNG TY TNHH ONEUNIVERSE VN,"Tòa nhà E.Town Central, 11 Đoàn Văn Bơ, phường 13, Quận 4, TP Hồ Chí Minh",Recruitment,100-499,Trách nhiệm hữu hạn
Game Designer - Kịch Bản Game,['Hồ Chí Minh'],20/11/2024,Mỹ thuật / Nghệ thuật / Thiết kế,Nhân viên chính thức,12 Tr - 20 Tr VND,2 - 5 Năm,Nhân viên,19/12/2024,CÔNG TY TNHH ONEUNIVERSE VN,"Tòa nhà E.Town Central, 11 Đoàn Văn Bơ, phường 13, Quận 4, TP Hồ Chí Minh",Recruitment,100-499,Trách nhiệm hữu hạn
BIM/CAD Modeller (Draffter),['Hồ Chí Minh'],18/11/2024,Xây dựng,Nhân viên chính thức,15 Tr - 20 Tr VND,1 - 2 Năm,Nhân viên,17/12/2024,CÔNG TY TNHH LUMINIA LIGHTING VIỆT NAM,"106 Nguyễn Hoàng, Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Diễm Nguyễn,25-99,Trách nhiệm hữu hạn
